9876 4000
691543 3920 6791
691231 3751 8072
686489 946 9612
686151 9995 9265
680728 8778 3711
699167 5197 2513
682455 4529 130
693506 134 9220
694242 5658 7385
684277 5597 4939
689713 2295 7807
698655 5249 3236
695572 4881 7523
697310 6060 2437
691181 6509 9117
698864 9576 6744
690164 7993 7419
684064 8225 5831
685121 2018 316
691695 6 4224
694684 2208 9347
680446 4680 1297
685530 4847 8221
681636 3584 2747
684897 4697 7872
683168 8906 637
685057 104 1713
698858 3103 3296
698212 3136 2796
692120 4796 3518
681133 235 4253
698228 327 8678
688284 9462 1883
690260 8403 9550
682603 5788 4410
680478 9567 4156
692043 3368 3406
689359 5722 5777
690977 9614 4448
699052 4029 2629
686852 6646 1703
682928 7 6380
680401 4623 3613
690550 9302 2305
699649 3456 8339
680224 8534 5367
682206 3201 1304
691070 2837 9497
684958 7292 1158
695397 2925 9406
691745 9264 3253
688148 5048 2939
688935 614 5495
686259 8572 1733
699264 7216 5249
698390 1342 799
690080 4619 1050
690884 4258 8181
698566 9254 5214
694026 1674 9065
692347 8 4197
698332 9794 9703
687852 6037 8281
686795 3141 699
687219 7018 6093
680880 8677 3514
680216 1119 5090
691565 390 4138
680404 8716 9473
685018 7724 9091
688212 2494 8772
696220 4803 7712
691990 5329 7416
697276 8162 8608
697306 8802 8550
690761 2457 7400
696069 3078 3317
698117 9386 7990
699861 8570 4711
682432 6451 8799
686579 4775 1654
698054 8189 2130
682719 5399 9090
696562 5360 5522
686666 8455 1982
696106 2061 422
699206 3985 6106
689074 2833 2105
695227 2108 8143
682322 2475 274
698970 1107 664
692121 6409 6462
688405 1279 6480
681365 5078 2212
690017 5351 7848
682655 7020 6660
699298 3397 123
694318 5213 659
695283 3540 9511
688437 1741 5624
696261 4071 805
686344 6174 2870
685885 1728 1589
692909 8520 7428
688949 2519 342
687561 5503 4256
688486 3110 2220
693818 3879 4350
686979 4971 7140
698799 6384 1129
693198 2756 8291
697364 6797 9090
695877 9141 5572
696008 5016 8807
697086 4159 3201
698188 1998 359
693298 5761 6155
691452 8518 3435
696358 3564 3471
688331 6314 6223
691677 2389 7704
683266 4497 9363
686673 882 9711
682772 6548 8671
686470 2865 7415
684775 5444 8240
684553 7150 2035
680676 7810 7083
691851 7285 2187
688285 7287 2748
683707 9645 4604
690842 345 9362
694837 9194 7031
686172 7820 2205
696602 12 6046
687037 5642 665
689208 1831 1626
689484 5914 6132
686650 8942 9060
694665 417 5975
695942 5444 8318
696962 6109 1709
694675 5231 8493
692635 9487 3852
688047 6308 9903
688324 7151 927
685900 4338 6320
686914 3067 2208
681037 9943 9526
698984 2874 4999
687983 7688 187
683838 9591 2488
682975 6628 7745
682540 4510 4771
680548 8462 414
698434 9251 3588
690483 4081 5916
698503 7032 6640
685898 910 7861
681154 637 6010
690021 4704 510
695288 2520 5710
695562 7768 5568
698868 2527 7180
698260 5071 1119
699299 9666 8117
696712 3472 4612
691246 3645 6298
695685 1129 6605
685880 7881 3965
696298 7744 4705
692007 1110 2945
695124 1898 3159
690167 4194 442
690173 1530 6989
694588 1032 8487
695553 8198 4465
681838 8603 2830
694491 6424 2859
696080 6391 700
687572 1260 7812
693692 5451 2800
698841 5290 6554
684032 1461 8410
686849 444 7900
688682 7986 8737
682110 2267 9321
693228 3195 4098
686003 864 1196
698252 2542 9476
696948 3013 9325
699432 4035 8900
697864 2084 3338
686655 8652 1426
681160 3434 4155
693537 4426 2748
683903 3249 9420
698995 9509 1650
686742 4466 174
698384 9276 2785
690029 9493 4156
695868 938 1375
698340 8677 9006
680283 6644 1120
686385 8437 1893
680160 9380 7532
681286 9562 4922
682148 6473 7656
688710 8523 7457
690148 728 9626
693299 433 6919
693587 6859 2824
690870 2658 4600
680225 5826 907
696488 9113 1260
692742 1120 3449
693089 4122 2802
689230 1582 7404
698110 6855 1498
692577 3373 9589
696997 2468 7887
684416 392 4452
683842 1918 3155
691840 8466 6772
697062 5607 7227
691570 6620 8874
698250 3796 2528
685671 392 3782
694223 9654 2143
695126 3456 492
697060 9011 9141
681421 6068 7779
685937 6337 1826
687165 2370 3992
693306 3205 5194
691083 5316 1747
690904 7873 8698
689499 7531 7866
692946 6595 600
680874 5662 1334
684294 7062 7153
688578 1606 6616
682138 7144 3371
695626 1447 8133
690007 602 9544
693315 5649 2042
685602 7492 547
699968 8702 4022
689072 4737 3478
681635 90 307
698200 9968 4775
682810 839 8789
693077 7827 415
699720 3573 3018
693478 8257 8752
682676 3696 464
688307 9108 6705
696269 7524 8919
687701 5441 1736
687448 1331 7960
694977 3903 3388
690985 8105 8050
681846 5827 1308
690117 2924 8443
681017 2501 6070
697525 1058 3874
696091 5772 313
688918 4273 4144
684333 2370 9795
686114 2963 5658
688076 5978 5052
696683 7419 4722
698237 6800 9893
691197 1925 8105
696469 8438 3578
689443 6237 6534
683136 2797 842
697489 427 3895
691675 5768 1525
681917 4525 4760
686607 3728 2190
692541 3394 2486
686492 421 6970
698769 8553 5687
684125 207 7269
693273 6646 7495
694189 6271 7306
695212 5057 863
691143 1004 8444
697583 3935 5119
686430 86 8758
695791 6549 6916
692338 1163 2469
687468 5345 8508
694542 8358 4516
681877 7247 1867
688396 3509 5547
693611 1483 6120
681882 2838 8174
685906 5658 3146
689821 6943 2987
692184 9452 6340
692709 3005 1117
690896 2377 1285
688945 8310 844
682311 1744 4728
684102 1893 5371
697738 1618 7836
691895 9853 8293
698437 7694 4825
698317 9412 1074
689625 3877 7449
691663 856 2034
694576 4770 9886
690508 821 2099
688829 182 9140
694660 7395 9912
682910 3954 620
684479 331 2327
694727 3313 533
680619 8602 234
694870 152 9396
693085 574 78
691447 3223 7761
691289 5533 3864
685547 8531 6246
692920 7575 8595
699248 6238 7280
693521 7805 9111
690848 9594 6894
690224 8191 9628
690461 4809 6971
682415 5846 5073
680750 313 9037
692404 4446 5998
693947 2 3286
682215 4663 4562
694352 1289 398
690522 8644 9312
696901 8810 201
698053 1048 2822
691170 3580 1898
688385 7049 4081
682707 949 8899
697577 8045 6687
697488 7250 3277
693993 5739 7881
681757 8449 5720
680603 396 3086
695181 5301 1185
698976 9381 3735
687989 9070 4374
691392 6321 4383
684509 5806 9859
695504 2823 1470
685084 9948 7493
681042 9183 6741
682783 2977 2884
694858 56 5090
687564 4461 6854
691026 8866 8892
691929 3374 9206
680530 6590 2001
698391 1610 6476
695661 9582 5144
686265 2327 5583
689212 6150 249
695689 6394 335
692708 7041 9085
699333 4938 4796
696470 9970 5224
689245 2170 7754
690336 3053 1314
683493 8059 6181
680334 5479 6021
683888 4325 8966
696636 9822 6076
684572 7288 1625
696640 1357 981
690623 3006 2516
693632 4299 8393
682689 1439 8432
680201 3399 6168
692047 8531 6561
684110 8939 4398
694293 8353 4086
680027 1222 1351
690681 1300 8807
699827 2795 4615
689218 9091 6558
693886 4031 7602
690592 2253 2293
696310 6094 9117
681273 4303 5036
690074 9772 7849
689966 7063 9741
696022 983 8034
693386 2230 4096
695536 9344 721
691613 3870 4119
681296 2271 2989
693212 2871 7678
682816 4176 1795
697588 4945 9590
681641 5773 6640
694616 9949 6867
690826 4448 1692
685493 4753 2410
697121 4333 213
693457 7924 4848
689266 2996 457
691765 5992 8258
689685 8415 8300
682666 9429 2847
687321 3720 3024
683970 4775 5849
683494 8708 8922
694906 9804 1278
696070 879 6300
688677 9381 1044
690376 886 5429
692210 9165 8455
695974 7674 8529
698527 2460 2628
697783 1885 5586
688171 4236 7897
687348 2188 7335
688265 3869 6001
683689 8561 4357
692099 9418 217
684186 797 6837
686766 2742 3624
694145 469 3174
683239 727 5263
692908 8495 6754
691141 32 8922
696307 9477 6747
684781 7569 792
699914 8401 6911
690746 6041 8381
690166 5461 8581
685392 9819 2562
697321 5615 6282
697905 1600 6093
696964 6309 7623
686856 2651 7948
687547 3365 8222
695587 147 7090
699676 4016 9973
685294 7627 2668
698093 3774 2417
689095 840 8071
693509 8818 5748
685784 2466 9724
694742 9493 9094
685396 3124 3183
687382 1549 1574
695419 285 9962
687405 8742 1555
695134 6674 4675
699592 9450 6001
681184 5088 958
699082 9780 8559
688403 5994 3180
694838 3678 6919
683103 9349 3349
684914 233 2014
691674 6114 8316
680887 6803 9813
692628 8761 7870
688058 6219 6798
686630 45 8153
683843 6163 4625
689052 9053 8974
684625 907 4931
693754 6221 1023
694813 7028 7460
697521 2740 5354
698849 623 896
683629 1568 5560
689195 3157 2880
697715 5260 4525
691844 1552 151
693437 7311 83
696264 809 853
681246 7825 327
685867 4477 9793
682593 5507 194
696845 4659 8760
693180 2873 1738
686214 6832 1052
698803 9021 6615
698673 5397 7636
686523 6441 165
686167 3391 2788
696634 7161 3749
682722 5792 2227
689403 7425 5410
688774 8303 843
692798 2797 9667
684747 7871 2264
692437 9051 2109
695080 8746 3061
699794 796 9573
699775 9876 2188
698483 3763 6610
686738 7520 4659
680551 4989 8990
681207 4450 3672
695646 6634 5163
698177 7229 1615
695581 7732 1871
691658 1334 8432
686880 5707 2563
684837 8857 9071
689034 3563 5648
680445 2842 7526
699183 474 4483
690683 4366 9954
685450 7598 5562
695563 8353 8596
687638 5328 9158
687479 521 3675
681236 5561 5950
691116 1452 4400
685088 5475 944
697300 106 9626
681047 5341 2827
692400 5854 6640
691502 8858 6648
680533 7622 8623
681825 3044 2177
695687 3147 5101
684383 3754 9089
696857 2812 8120
688902 5087 2822
682346 7199 2322
685377 2539 412
696530 3435 6697
686102 7227 1663
688406 2862 90
695842 861 4468
681432 6178 8764
696108 1575 2593
698156 9433 3193
695196 203 1871
692362 383 303
683389 8813 8680
685349 5807 4302
691126 881 8812
686825 4660 3096
690411 328 1214
683820 2035 3054
692840 8191 5336
698210 340 2563
690289 4190 4258
680897 5743 2105
690054 3194 8597
699936 1838 7405
693732 5169 7373
696570 6209 1688
680869 8965 5899
686257 8130 5636
681259 6411 1148
696154 5585 7309
692810 3678 2591
683807 4316 4759
681767 6172 5732
690318 3422 3248
686154 8682 501
688197 5983 4016
694504 3234 1641
683675 515 2469
694016 3565 7437
681670 7675 3043
682014 2878 7984
686451 9736 1377
686947 3461 2080
696814 5924 9047
691585 9403 3879
680814 4415 652
697153 821 290
684354 3268 2962
688226 6263 1832
682951 3870 8371
696811 837 3161
680359 3740 5890
695912 4750 2020
688669 6795 1614
683052 894 4021
685533 5154 3334
682274 1553 2219
695481 4666 387
698321 9667 1634
699202 5671 8047
688459 3787 3971
683441 2559 4592
699685 164 2412
687231 7071 3021
699085 3552 8700
693141 3035 3501
683754 5560 4752
682384 9818 9263
683725 4283 7091
699931 5713 4250
689176 6402 4089
691244 4672 2016
693192 1553 9917
680247 4725 919
684681 2871 6079
683552 1792 6501
696499 7480 96
680393 2839 7420
682785 4678 9769
696016 8668 790
682731 8322 6368
692283 4191 2048
686611 2662 6689
689001 2831 8072
697720 2299 4014
682217 7772 262
694985 2848 8398
693491 3276 7784
686448 3900 1357
693516 7610 7077
687225 8025 8863
691176 9961 6737
685653 4682 5228
688020 5354 6738
693264 878 470
681587 1662 8522
688528 3511 3531
682405 2946 9020
680638 6181 7930
686391 9215 4722
690223 4498 6105
691785 8588 4157
696125 5914 8167
698903 8452 5240
680666 9015 4916
698915 1405 9967
683470 8420 1824
683732 5759 9667
696720 9453 4733
693049 8974 9515
693300 5727 8400
693024 6957 8277
691525 2781 2349
695921 4969 1563
699536 4603 9848
694957 7848 8960
692907 7031 9197
693396 2591 8225
689061 6598 9927
680335 9698 1416
683255 4063 2436
690423 7800 9657
698074 3858 8353
694153 8425 9061
687868 3824 1055
680528 5164 3559
696500 7934 1112
688559 8283 7786
686672 171 5517
699811 4354 1619
698559 161 395
697107 6583 9776
682395 575 331
681750 6896 7325
693877 3206 8896
698686 7117 2819
699194 5638 5062
688155 2933 1816
691204 9379 5497
690597 7184 7736
690097 5709 7648
697920 3449 4214
695903 8403 5980
693334 5158 1859
686860 7142 2007
687082 8667 6201
695007 7370 4801
691829 1212 7397
682070 3120 4482
694420 5310 70
691110 5274 9817
692116 5323 3256
699641 9999 320
698918 6298 9902
694173 586 1195
690949 8650 9346
698626 9607 5412
699234 3436 44
692928 982 8765
692665 2528 6627
687712 3462 1003
681101 4444 4873
699363 4747 5224
693434 709 2290
697659 4022 5139
689636 6408 7017
697035 7922 7321
684121 9703 3029
685976 2522 8154
681459 9151 2274
692476 6197 3445
694224 9602 5731
684687 2622 9649
680636 8763 4079
694384 9703 4040
683021 7009 7572
697840 8093 9748
695901 6525 5983
687044 9239 7922
688341 2722 1876
689475 27 4520
685292 9037 8319
686073 300 344
693780 6575 912
693659 3097 1255
694656 8379 9607
684785 4764 2233
687054 7193 4263
699486 1253 8697
694017 8841 1833
691257 6834 6647
686293 5038 8716
691404 7872 3389
688249 567 4370
681813 1971 9762
696345 6723 4040
684286 1511 6062
694038 5367 1848
694047 9358 2458
685389 2225 6694
691722 6565 6732
680701 7774 9798
680686 6935 4725
694697 150 4694
694001 6370 6398
692200 8621 5992
697973 4681 8675
685910 6383 5185
690268 7139 7490
680555 2168 5367
686931 2299 5853
686639 4991 7946
686121 342 7524
681855 2476 1129
684511 3954 534
699919 3238 5253
697935 1245 3103
694297 4029 789
692719 4828 9691
689721 6571 1422
699040 4164 4176
687532 4604 7964
686372 9939 6356
697291 4288 8427
695624 2668 6387
683232 9497 1823
693461 4759 5908
687877 1422 9988
695122 1234 8274
696421 9021 9283
686300 4579 8288
692171 7738 3361
690611 1209 7265
690890 8263 1965
688607 9216 5912
694494 4167 3510
692093 8855 99
697008 6305 7442
680759 2951 2793
680322 8563 3040
699611 5714 9562
694644 5461 75
685399 2090 799
697938 976 9258
688602 7194 7733
695427 2028 5020
694869 7895 8815
695473 2509 5239
693881 1435 7055
681015 1746 1243
685437 5020 6816
685189 510 7636
691870 2527 3503
698276 5118 744
698539 5668 8335
680760 1632 8141
686698 3685 4214
682854 4404 6237
694750 5250 8967
694517 1656 5211
685267 3807 3430
692475 4823 201
696906 9074 690
685060 326 4211
697781 3952 3725
695616 6842 5252
680810 9901 4002
694089 7854 4884
689288 4031 7388
683238 3362 331
691005 6322 1906
684719 4937 1270
693791 8661 505
680926 2948 4336
697643 8297 7574
686467 6013 7892
694433 513 2883
697326 137 4510
688708 3671 7513
680174 4278 5634
690431 9599 6121
698180 3560 8398
681792 1217 7018
689349 4836 1308
693416 1289 2864
695597 1653 9509
697057 375 2183
684445 559 2186
696055 276 9160
690473 6385 2280
689060 1701 7644
694581 7124 8393
688269 8571 6983
687856 8984 6498
697787 6448 8091
683864 8162 956
698433 2546 4010
695178 7745 6897
695884 9616 8895
693532 1699 6458
686311 920 4118
681339 6109 5838
686998 5254 1474
688247 6958 5261
691958 7711 2294
696784 4152 6273
681374 5677 7031
694598 8716 8955
685369 765 8669
696761 719 8025
693399 7054 1845
689845 2530 5196
695998 9225 1091
687751 1097 7550
688719 3967 5435
688184 8533 5099
692297 6367 905
688909 9961 58
693447 1916 6964
692098 8341 1304
697883 5903 6339
684055 568 5658
687797 8801 9113
695609 5024 6771
681525 132 8347
691947 7956 9970
699655 7022 3900
687593 8827 2282
691930 5532 3842
695468 3130 1218
699691 8002 6899
696320 1186 4026
687709 9148 1619
684178 6809 8511
694672 4732 3356
689096 839 14
683039 5648 8986
683053 1738 5514
693068 3517 9298
697992 5724 9306
698050 3744 3067
692101 5926 2059
688393 1648 590
683288 1893 154
681439 4152 1163
686668 9315 1483
691799 6055 3870
698014 2320 3246
689633 190 1558
692762 8998 3659
680996 1997 9851
682664 7346 8580
689018 2484 4632
686827 2435 1578
681288 716 4040
698762 7859 2061
697648 2558 1152
682290 3477 2170
694915 1584 5506
691363 9388 7052
684615 6378 3183
682153 8923 3718
699889 8460 7616
694102 1472 4858
699181 2649 7197
692713 189 3192
689641 5011 5355
684201 6348 9714
688879 7836 8476
691784 9582 8865
692786 3613 5804
686848 5997 5914
684473 3100 1115
696828 9665 9015
698205 4101 2416
694331 6784 8777
695292 3871 9657
681861 4155 1308
684660 2720 9733
699077 5218 981
682849 3349 2773
699505 8351 8667
697627 9800 4865
698793 2156 5507
691090 2521 5873
690387 897 4737
693165 5146 2830
698610 614 5093
690095 7750 7474
692374 3274 9207
697921 4637 340
682952 242 2383
682066 8913 9234
682089 4554 8928
685436 1591 7322
695686 1452 4140
695848 9580 8886
695516 842 6208
686014 5982 5719
688160 7387 4614
688732 6430 9104
682306 9542 8928
681856 2264 1818
692773 2287 834
688844 2404 8701
696431 8707 4740
689754 3400 2145
687612 465 757
681913 432 4835
697698 2485 4053
698474 4904 8752
681128 8439 7103
685586 9627 6202
697970 6551 1910
697772 5179 9158
696939 7581 4261
684487 2151 7231
695662 5121 8621
694450 6278 3539
688777 7986 9231
697730 9035 8399
686005 1252 5397
685743 4276 30
685616 5800 5309
698394 3156 5451
684082 9822 7644
682987 586 9924
693357 1162 4253
697374 268 5
689092 5170 8974
690820 3194 9683
691768 9874 5253
692889 112 8503
694518 762 9224
690622 2998 7798
682786 4400 2887
692201 6694 8940
684953 5083 3455
696660 8376 7106
688954 623 124
681968 8770 5682
689610 3207 4792
681416 7677 8747
685278 7560 7881
691639 8188 4032
680307 3863 3833
688445 5912 3437
693225 4218 8282
696909 8719 1836
685366 9507 8183
689955 1365 7209
681002 4210 2955
694886 6242 2999
698456 213 6354
697911 3497 8916
691345 1140 6748
691553 9848 9570
684181 8537 249
691633 1942 8391
690930 7554 2719
688332 7445 5187
685165 9816 6979
682453 6463 4157
681356 7350 3146
682556 2934 2409
692054 5849 3115
690830 4851 1297
697134 4936 975
691408 5688 8154
697511 2855 5456
687996 3011 8806
693637 7082 6469
688552 7648 8773
688140 3096 5151
695946 1798 2786
698380 3327 4204
699578 1943 1547
696566 7221 4932
687390 7520 4610
686477 5982 2163
699893 6189 2750
696490 2929 6954
683438 1579 1615
699462 2176 7340
684998 9717 6364
686623 7138 9993
694523 7903 3984
689275 4570 1764
699557 2537 8778
680656 4457 3473
682914 6391 517
686670 9901 9848
692557 1771 5358
688729 8239 2549
690248 4497 4660
681573 1349 5881
692300 721 4127
680911 8970 8623
683623 6400 7846
697435 8780 6470
683153 3440 2946
685108 4325 5036
689922 6035 6118
682794 4944 1812
688354 4014 8182
682294 1283 4478
698112 6044 107
683340 6094 5360
683699 651 3411
697591 7805 7362
687763 891 3430
685310 6503 7167
683212 7770 4430
685998 545 4281
697632 6970 3663
694992 3979 854
682282 3483 7722
684745 6216 4546
692439 7127 1273
681159 691 4516
696266 1983 859
687926 5773 8034
683644 1015 6437
685542 7560 2771
692390 4512 2814
694550 2503 7496
696798 6379 4869
699474 321 4263
687667 6169 6266
682339 2534 7009
688666 9923 1681
682015 1524 4101
696155 2708 7617
689301 3070 4716
680500 6653 2558
695463 1248 1538
683417 3324 6709
693370 2174 3243
691431 557 3339
691712 6868 7307
697399 9605 2349
687520 3963 6390
688208 616 6947
693480 8149 192
694811 191 4812
683678 6866 9543
689449 1481 9513
682602 4931 206
687142 3940 7210
699288 664 3436
682326 7242 5123
687270 9526 215
683992 4204 1172
690451 3370 709
691256 9406 155
693670 1489 5681
682885 6597 7014
680164 5023 2908
681798 5893 1068
690121 7652 6006
692601 5818 1161
693628 7590 5118
682423 437 7906
693577 972 9343
686869 9253 2542
685559 6818 2772
691716 2253 5191
689937 862 9624
692654 4202 407
691782 6570 226
680190 5762 3907
683117 974 5394
683535 6903 2358
698256 8447 9089
685253 9083 5244
695831 3417 7575
695207 6256 2007
684755 3911 8567
684384 9243 8456
696613 1085 4934
684779 7782 6089
686615 8450 9123
683007 479 3410
695073 4135 914
691027 2441 3899
699491 3652 9581
685889 1888 7101
699768 6681 2893
697685 8754 4065
695128 8857 7303
682360 4948 2588
685658 8378 8231
687695 6761 9717
686150 7852 9575
695591 10000 5581
696354 1521 4418
699980 6202 1718
680925 6868 8952
682903 7707 2567
683188 8276 9111
687960 3281 8400
696226 6393 4007
684646 1369 1660
691419 5746 861
690162 8416 32
690833 9070 3137
696003 6045 7073
693318 2367 1732
686204 273 3492
682188 2294 5382
686301 9746 1840
698567 7967 1770
694966 7360 7293
699787 2218 6380
680627 5942 5428
685758 8941 6150
695620 1331 1760
696450 2486 8319
687918 6038 1111
681372 7396 7700
694763 3618 1354
695540 1292 4616
693582 9082 4527
680729 2917 3162
685537 1569 5533
680512 1234 7319
680521 9328 6215
688813 3049 1799
692828 4014 8836
684556 3532 7899
699630 9624 9270
680514 3673 6068
697718 3650 1545
680461 4498 3655
696955 9067 1562
685703 4348 920
696382 7985 5197
691052 9804 378
685274 2669 1747
695454 3635 9159
698947 8906 3355
689097 4550 6146
681937 8122 617
699340 1782 1906
682178 3761 8007
696918 3511 6616
690049 7589 6561
687582 5993 9670
682229 7424 4170
695977 984 8346
694621 5558 6093
683243 2215 1596
694375 1455 6987
685637 8807 3332
688483 9683 7331
683408 6407 1571
682132 2975 7654
698265 344 5121
691159 1098 9222
686861 5085 2333
695497 597 6335
696274 7533 417
687201 3527 914
690772 5485 4299
695826 3700 4400
693697 5007 5249
699380 7600 8258
690027 800 2028
680278 7529 8788
691973 3421 6075
692235 746 3963
692329 1857 4944
696862 5 5084
695970 339 531
687533 6881 6450
687229 4681 5517
687019 8344 7751
691600 4624 7130
680232 7387 7565
681954 306 9681
684827 7825 437
682568 474 8491
680635 9910 7183
689173 3663 6885
692333 3977 4028
687987 7046 8590
698622 3526 8140
696017 7366 4326
684692 9969 9586
681493 9140 6400
684870 7310 6493
698702 6214 5383
696792 6999 9623
688149 9674 4953
696034 1284 9483
687882 908 8487
699572 1815 5393
686613 7964 2315
684830 4606 8763
695871 1485 7434
684547 9152 8685
687692 3138 8068
691595 5930 1540
689340 6339 9199
697097 9960 8766
695359 6794 2911
693745 6628 5882
680694 2302 2135
695214 703 466
694885 3202 7817
697516 8185 9050
687914 6319 5799
695569 6199 3701
684603 3608 8647
696122 5287 986
688999 6733 5036
682195 525 5411
694321 4850 4952
682570 3694 6859
695452 8965 2390
697699 3619 6772
687014 3986 797
691764 6175 2062
688328 3296 2846
687790 2717 6863
696812 2628 7117
687529 6360 5690
684645 142 7531
695446 1572 3228
686755 9331 3619
698601 5075 4394
683484 5142 5697
698416 8790 9240
685302 7192 7465
682824 9312 9062
689856 3125 7050
696999 4859 2677
692079 2094 9807
699155 6964 163
696063 7520 3302
686306 9415 9874
690207 4890 8453
687299 1974 1978
698816 9023 5924
691460 2036 1266
698127 5716 1673
693144 5837 4285
689609 7671 1526
688942 4678 546
682394 8272 3589
698941 8721 8192
684052 5929 5135
686704 3494 1080
685477 7492 5329
699174 9431 8596
694589 1894 8052
686029 2162 6326
691894 2602 9720
688705 3617 7232
690191 4703 6258
698347 1318 3938
694844 9419 9197
690195 4971 1729
684423 3097 9479
682036 7689 2621
693153 9889 2570
695988 7008 8361
694396 8222 2660
680589 480 9370
681179 6449 3526
694629 3633 7220
696360 4515 7312
693850 8969 6011
682645 7459 1471
690635 3192 2125
699057 1945 9197
691732 9698 2098
686552 7267 9330
695247 5181 6565
697913 5536 665
699587 2834 2509
696053 7202 8273
692058 6440 173
697758 7727 8421
680796 5454 3037
688199 8957 1793
684925 9196 8365
691422 4625 2164
681928 4662 8295
691053 6519 5346
680747 2406 4693
694602 108 8321
690276 1499 6887
690732 7868 5498
689844 1639 5436
683032 9338 6732
692725 756 2888
689371 8816 4522
697102 4627 3327
697863 7618 4030
682639 7832 7485
690153 1782 2759
699816 5314 792
684216 2801 8850
695907 5633 3413
690245 4220 5496
694268 6585 6447
686076 8765 479
698048 7259 6254
685407 8383 5799
696952 5126 5103
692393 2232 2943
696933 3341 4079
691199 6048 1292
680714 2647 7517
690060 3205 9158
688162 173 141
691191 5017 4036
680183 8252 4274
697705 2173 9253
698644 2063 8489
694270 764 4935
683580 5599 5849
680257 9654 4764
697266 7017 1752
691555 9195 627
680386 3997 2893
694712 8361 7985
694116 9441 6810
680882 5809 7885
681579 2476 9893
683118 4086 6830
686995 1766 2090
692207 3190 3669
698562 7935 9109
687526 4940 9038
698304 2466 6868
684171 7677 6033
698469 1067 9499
683022 989 6894
690030 3452 8650
692860 9289 4290
699434 3223 2788
684282 9572 1798
691670 96 9385
696084 7805 8714
698558 3406 7147
689115 4152 8697
697837 564 344
687778 4950 4618
680594 4792 745
692656 77 2889
681672 5345 8247
683421 4772 7082
683537 1883 4429
685339 3560 6973
692266 1296 843
698879 3117 7475
684510 7103 4173
691130 3937 4747
687111 2379 439
684536 6348 1100
695103 8236 4672
689113 1623 7533
698577 5074 779
694438 7157 7792
683261 9197 7248
699107 3126 7908
698155 3808 200
681806 5400 1333
686149 4542 1982
698436 4473 4838
698139 8844 7930
697713 4353 6587
686203 4448 5374
692187 1937 3407
688866 4504 2593
681584 605 8857
685977 2259 723
698388 5436 3270
689507 8549 542
696781 6847 6885
688926 2813 6068
682121 6844 1014
686667 7878 6381
696175 2590 578
682049 4025 2092
696039 2892 2691
695728 8333 2938
688041 8811 3714
693966 1427 5985
695012 6367 3831
684274 4391 4150
684851 7306 631
687189 7087 3794
686160 6615 677
687398 965 2332
697350 5393 316
694099 978 5923
696919 9748 3029
686246 7230 8090
692473 2180 4475
688508 6024 1284
684875 4127 9046
685245 9593 2712
696219 8312 1770
687694 4118 7757
681518 3476 948
696743 6813 3814
685795 6847 7545
684049 9798 163
683694 4004 3765
685330 5706 8256
688400 4083 968
684215 930 4485
693900 9207 4474
698327 5993 570
687035 4017 4733
696086 2148 2405
693455 4007 2573
697473 9158 814
698458 4589 9599
690404 3353 5888
691578 3095 9529
691526 95 2653
688014 7313 783
698462 2216 768
681281 7833 6391
690714 8990 9758
690792 6021 6925
688368 5476 2712
684949 2182 6291
685125 3520 1434
692958 6145 7493
691010 7392 116
697540 9553 9803
686035 629 5966
681800 6045 6798
685412 6634 1958
695263 7473 9912
693247 6437 9391
682684 1046 4084
697334 8636 3296
684531 3019 2373
699942 4428 44
686361 1904 1914
689142 2216 3198
683431 2250 4847
688024 8389 8947
684393 3036 4362
683439 2650 6875
695780 942 15
698700 3374 54
699377 7419 4043
681597 4445 1325
683941 5872 7409
698305 932 7734
686749 319 2621
686555 1641 6812
697786 7596 6684
689531 6450 6396
684943 6335 4767
694091 3240 6193
697561 554 6769
681662 3542 3288
683348 4498 2323
695528 1554 4940
698231 8809 9847
682489 9071 8747
694472 295 5687
685233 3656 3841
683613 9355 963
695753 2161 6941
694618 3830 1932
693824 4612 4801
695104 8415 9429
697833 6286 4046
682706 5406 6357
684727 7709 5737
694345 8958 3695
694634 1608 8472
681217 5242 4447
687471 9969 3093
682053 122 5526
696560 616 9977
694889 1831 5740
692938 6642 4806
687038 4255 7141
683731 6582 3354
690879 1794 5636
682735 7475 4637
692249 1966 9560
685162 8076 301
697743 7869 5745
695091 5687 7506
680491 8756 6856
686169 8249 8274
699104 5285 8703
691737 6960 4934
685953 3844 8084
680086 6688 8474
694483 7300 9833
694468 810 4591
695584 3306 6991
695864 426 4323
685025 6976 7570
681799 3599 1577
695538 6819 7470
697937 9641 1211
693286 1343 8838
698991 6936 1676
691321 1787 1491
694095 4405 9760
691933 13 8813
696619 9276 9849
696404 5976 1164
696304 4522 6377
689942 1039 4626
696881 1547 1401
690909 8620 3154
694421 2753 2591
682324 8107 31
688718 4075 1308
681096 1330 5992
685170 3321 2556
687682 2865 44
696709 1077 5711
696644 6315 3400
697611 5549 8908
692704 2353 2193
688730 6557 2433
683967 8532 856
690687 4022 8455
692904 277 2095
696713 5618 4469
681000 1492 4511
692307 933 8005
688302 1331 9440
696557 3725 6873
693583 7676 9198
697224 5717 281
686275 3562 4728
692854 7499 7867
692747 2749 8589
687601 5769 6386
687353 7978 3710
697694 7092 4325
682263 7732 7218
694138 1847 4326
698721 6383 147
684994 427 8027
692490 6596 9949
684537 1981 6743
699428 6430 5184
697646 5814 7238
696864 339 3957
